Siren;Raison Sociale
482652401;DIABOLOCOM
305151409;DIAGNOSTICA STAGO
498419308;DIANA
443355987;DIATEM
431416288;DIGICEL ANTILLES FRANCAISES GUYANE
378214571;DIGIFRANCE
824496194;DIGIMIUM
520753443;DIGITAL ACCESS TELECOM
433124674;DIGITAL ISLAND FRANCE
801564402;DIGITAL MAX
439537705;DIGITAL RURAL INFORMATIQUE
511883902;DIGITAL SOLUTIONS PROD
391068343;DIGITAL VIRGO FRANCE
430325811;DIGITAL VIRGO FRANCE
753767011;DIGITALI
242100410;DIJON METROPOLE
489333120;DIMENSION TELECOM
521903195;DIMILINK
582013736;DIOT SA
920787496;DIOT SIACI TECHNOLOGIES
330275355;DIPA
120023015;DIR GEN DES DOUANES ET DROITS INDIRECT
120021027;DIR GENERALE COMPTABILITE PUBLIQUE
130002108;DIR GENERALE MODERNISATION L ETAT
130009186;DIR INFORMATION LEGALE ADMINISTRATIVE
120020011;DIR PERSONNELS ADAPTATION ENV PROF
120001037;DIR SERVICES ADMINIST FINANCIERS
120064027;DIR SERVICES DE NAVIGATION AERIENNE
120014063;DIR SYSTEMES INFORMATION COMMUNICATION
428899587;DIRECT DIFFUSION
444362586;DIRECT ECUREUIL EST
411823891;DIRECT TELECOM
120064019;DIRECTION GENERALE DE L AVIATION CIVIL
157000019;DIRECTION GENERALE DE LA GENDARMERIE NATIONALE
120022017;DIRECTION GENERALE DES IMPOTS
130004955;DIRECTION GENERALE FINANCES PUBLIQUES
130012990;DIRECTION INTERREG MER MEDITERRANEE
160064010;DIRECTION TECHNIQUE INNOVATION
403591480;DIRECTLINE
154000046;DIRISI IDF
516580164;DIRLAND
383485018;DISTRI CASH ACCESSOIRES
428268023;DISTRIBUTION CASINO FRANCE
414265165;DISTRIBUTION FRANPRIX
057502726;DISTRITOYS
891035818;DITES TELECOM
834072324;D-LAKE
878834811;DLPK SERVICES
389486754;DLSI
439252438;DMF SALES & MARKETING
398382176;DNS TELECOM
493376008;DOCAPOSTE
320217144;DOCAPOSTE BPO
318811809;DOCONE
812611150;DOCUSIGN FRANCE
343043360;DODIN CAMPENON BERNARD
378172084;DOLPHIN TELECOM
945651149;DOMIAL
452254089;DOMIAL PRESTATIONS
415378249;DOMISYS
342883758;DOMOTI
499518652;DOMSPOT
332690908;DOOSAN BOBCAT FRANCE
483696456;DOT SMART
797446283;DOUBS LA FIBRE
397775305;DOXALLIA
384527925;DRAGON ROUGE GROUP
402336085;DRAGONFLY
882215932;DSLM
552020919;DSV ROAD
592059182;DU PONT DE NEMOURS FRANCE SAS
534494935;DUCHAUSSOY JONATHAN
438853418;DUHAYON BRUNO
542094750;DUMAREY POWERGLIDE STRASBOURG SAS
831238704;DUST MOBILE
898483979;DVS CONNECT
315268664;DXC TECHNOLOGY FRANCE
909519191;DYJIX
819949389;DYMACOM
899361356;DYNAMIK CLOUD & TELECOM
514997683;DYNATERA
342096468;DYNATRACE
343393351;E MESSAGE WIRELESS INFORMATION SCE FRA
830343489;E.A. LA RUCHE
480821511;E.S.E SARL
418492948;EAGLE TELECOM
841892037;EARLY MAKERS GROUP
483490181;EAST CAPITAL AB
420199390;EASY W3
383123874;EASYDIS
477592885;EASYTEAM
578503112;EBERHARDT
752910471;EBLULITE
448531236;EBSCO INFORMATION SERVICES SAS
330656638;EBV ELEKTRONIK
797956505;ECLAIR LOGISTICS
799155569;E-CLOUD
880871983;ECOLE SUPERIEURE DE LA BANQUE
423232164;ECOMETRIE
326966777;ECONOCOM
338898869;ECONOCOM APPS, CLOUD & DATA
838400166;ECOTEL PRO
802165704;ECOTREE
332484021;ECRITEL
338434152;EDELIS
493322978;EDENRED
393365135;EDENRED FRANCE
379677636;EDF RENOUVELABLES
490859550;EDGI CONSEIL
510108814;EDIIS
693650137;EDITIONS ATLAS
321921546;EDITIONS FLAMMARION
572037026;EDMOND DE ROTHSCHILD (FRANCE)
801967175;EDX NETWORK
540043890;EFFIGIB
448459339;EFFINEO
392264420;E-FICIENS
702027376;EGIS
709802094;EIFFAGE
452166747;EIFFAGE CONNECTIC 78
488373887;EIFFAGE ENERGIE SYSTEMES - IPERION
487948366;EIFFAGE ENERGIE SYSTEMES - PROXILOR
879916799;EIFFAGE ENERGIE SYSTEMES - RESEAU MOBILE
980144240;EIFFAGE ENERGIE SYSTEMES - TELECOM CENTRE EST
980144216;EIFFAGE ENERGIE SYSTEMES - TELECOM ILE DE FRANCE
329009559;EIFFAGE ENERGIE SYSTEMES CTRE LOIRE
531019826;EIFFAGE ENERGIE TELECOM IDF NOE
433019197;E-K.I.P MEDITERRANEE INFORMATIQUE
490948312;E-KANOPI
444829592;EKINOPS
439441999;EKINOPS FRANCE
790734644;EKIP
487637902;EL HADRI MOHAMED
429999030;ELB MULTIMEDIA
384935557;ELCIMAI SOFTWARE & SERVICES
892799289;ELECTRA TELECOM
323438515;ELECTRICFIL AUTOMOTIVE
552081317;ELECTRICITE DE FRANCE
308250570;ELECTRICITE INDUSTRIELLE J. P. FAUCHE
794108878;ELECTRIOX CITY
562121152;ELECTROGELOZ
429739188;ELEPHANT TALK COMMUNIC FRANCE SAS
413913799;ELIOR F.A.3.C.
380543819;ELIOR RESTAURATION ET SERVICES
662025196;ELIOR RESTAURATION FRANCE
398601948;ELIORDATA
499668440;ELIS
693001091;ELIS SERVICES
508378130;ELISA
482506912;ELITE INFORMATIQUE SERVICE
498983329;ELIT-TECHNOLOGIES
476180625;ELO
434132155;ELOQUANT
387934508;ELSAPHONE
833435019;ELTEL
415019785;ELTIS
398732263;EMAGINE CONSULTING
775616626;EMC2
401251566;EMEIS
829012731;EMERAUDE THD
424641066;EMERIA EUROPE
840655864;EMLYON 2022
957522386;EMMANUEL MAURIN
422469783;ENCOM CONSEIL
444608442;ENEDIS
479985012;E-NEOLAB
414067769;ENERGIS CARRIER SERVICES FRANCE SAS
352774079;ENERIA
542107651;ENGIE
552046955;ENGIE ENERGIE SERVICES
340793959;ENGIE INFORMATION ET TECHNOLOGIES
880531900;ENOCOM
518570551;E-NOVATION TECHNOLOGIES
431640408;ENRON BROADBAND SERVICES FRANCE
448113746;ENSEMBLE
492888482;ENSIO EST
433725116;ENSIO SUD
318771995;ENTERPRISE HOLDINGS FRANCE
489859249;ENTITE DE GESTION DE LA PORTABILITE
318084720;ENTREPOTS ET TRANSPORTS BARBE
313383895;ENTREPRISE GUY CHATEL
391338449;ENTREPRISE ROGER MARTIN
414313411;ENTREPRISE TELEPHONIQUE DE TARENTAISE
340270495;ENTREPRISE TESTONI REUNION
847751153;ENTREPRISES TELECOM FRANCE
950020941;EOLANE ANGERS
908774755;EOLANE FRANCE
494390172;EOLIENNES DE PLEUGRIFFET
482367430;EONE TRADE
488825217;EOS FRANCE
317442176;EOVI MCD MUTUELLE
259400034;EP INGENIERIE INFORMATIQUE TECHNO
498609791;EPC DEMOSTEN
901872366;EPIKTET
799993266;EPSILON TELECOMMUNICATIONS LTD
262100068;EPSM LA CHARTREUSE
438993966;EPTICA
494596976;EQUADEX
431667732;E-QUAL
403561137;EQUASENS
332184639;EQUATION
819173782;EQUENSWORLDLINE SE
429840853;EQUINIX FRANCE SAS
535166771;EQUIS HOLDING
388583239;ERAM
310817457;ERAM INTERSERVICES
632045381;ERAMET
819099169;ERBIUM
058811670;ERILIA
502653918;ERRT
432505972;ERT TECHNOLOGIES
305333338;ESCOT TELECOM
435380092;ESDI EUROPEAN LINE
848358982;ESPACE SERVICE TELECOM
389793571;ESPACE TECHNOLOGIE
302494398;ESPACIL HABITAT SA D'HABITATIONS A LOYER MODERE
893843144;ESSENSYS EUROPE BV
542010053;ESSO SOCIETE ANONYME FRANCAISE
342159613;ESSONNE COMMUNICATIONS SNC
837759588;ESSONNE NUMERIQUE TRES HAUT DEBIT
345347397;EST VIDEOCOMMUNICATION
418573853;ESTEL
330242454;ETABLISSEMENT C.MONGEOT
428822852;ETABLISSEMENT FRANCAIS DU SANG
637320268;ETABLISSEMENT LE SAINT FRUITS LEGUMES
303121289;ETABLISSEMENTS CLAUDE BLANDIN ET FILS
542086616;ETABLISSEMENTS DARTY ET FILS
775563273;ETABLISSEMENTS GARANDEAU FRERES
642880785;ETABLISSEMENTS J. SOUFFLET
557150349;ETABLISSEMENTS MAISONNEUVE
562072397;ETABLISSEMENTS TAFANEL
397479635;ETABLISSEMENTS THEVENIN & DUCROT
751281759;ETHERACTIS
300484516;ETIX EVERYWHERE NORD
523491256;ETIX EVERYWHERE OUEST
804418341;ETIX EVERYWHERE VENDEE
444118632;ETOILE DIESE
379770449;ETS CONTY
739806230;ETS HORTICOLES GEORGES TRUFFAUT
180065021;ETS NATIONAL INVALIDES DE LA MARINE
829824069;EU LISA
453904088;EUCLYDE 06
490505773;EUNETWORKS
537528150;EUR DE COMMUNICATION ET DE SCE
482714219;EUR@SEINE
387879992;EURALIS HOLDING
200033942;EURE ET LOIR NUMERIQUE
803204973;EURE ET LOIR THD
850522103;EURE NORMANDIE THD
850106832;EUREDEN GROUP
805053451;EUREK@
815063888;EURIAL SERVICES
529518813;EURL JTM WEB
751756602;EURO CATERING
397471822;EURO DISNEY ASSOCIES SAS
410105837;EURO MARKETING SERVICES EMS
440707834;EURO SECURITIES PARTNERS
798779393;EURO SYSTEME D'INFORMATION
530018639;EUROFIBER FRANCE
323912998;EUROGROUP CONSULTING FRANCE
312730674;EURO-INFORMATION EUR TRAITEMENT INF
246700488;EUROMETROPOLE DE STRASBOURG
387858046;EURONEWS
343406732;EURONEXT PARIS SA
425100294;EURONEXT TECHNOLOGIES SAS
403147903;EUROP ASSISTANCE FRANCE
632016382;EUROP ASSISTANCE HOLDING
415191469;EUROP TELESECURITE
307178871;EUROSIC
525010708;EUROSTAR INTERNATIONAL LIMITED
518574033;EURYALE
422551176;EUTELSAT S.A.
482963014;E-VA
388450199;EVEN MEDIA
424818615;EVEN MEDIA INTERACTIVE
899854558;EVENTEED
800071599;EVERDATA
799808738;EVERKO
804807451;EVERLINK SERVICES
809912629;EVO TELECOM
428564710;EVOLIS
537516924;EVOTYS
424203073;EWAY TELECOM
428616577;EXA INFRASTRUCTURE FRANCE SAS
454052101;EXA INFRASTRUCTURE NETHERLANDS B.V
792770810;EXAGON
300475274;EXCEL
317615953;EXCEN GARDANNE NOTAIRES & CONSEILS
488157819;EXCENTRE
892691239;EXELIENT WAYS LIMITED
751218967;EXODATA
431397116;EXODUS COMMUNICATIONS
424775765;EXODUS COMMUNICATIONS INC
394026934;EXPERIS FRANCE
404271470;EXPLEO FRANCE
430044107;EXTERNALL
499379923;EXTIA
352170013;EXXONMOBIL CHEMICAL FRANCE
342386232;EY SERVICES FRANCE
532103165;EYES TELECOM
793418492;EZ SOLAR
835339623;F.P.S.
808783039;F2M
440076065;FABRIKA
418100558;FACILICOM INTERNATIONAL
487918161;FACOM
828115741;FACTORIA TELECOM
410091284;FAMAR LYON
493414403;FAMAR ORLEANS
318247285;FAPAGAU ET COMPAGNIE
419944798;FARLAND SERVICES FRANCE
482065786;FAST RETAILING FRANCE
918945726;FAUCIGNY-GLIERES FIBRE
433698461;FAURECIA SERVICES GROUPE
393162433;FAURECIA SIEGES D'AUTOMOBILE
595750589;FAYAT
523204212;FAYAT IT
384589131;FB SOLUTION
403699721;FC METZ
523349090;FC METZ STADIUM
792077067;FD2J
493439905;FDG GROUP
502086325;FEDER FR TELECOMS COMMUNIC ELECTRONIQU
317539716;FEDERAL EQUIPEMENTS
318502747;FEDERAL FINANCE
775661069;FEDERATION AGIRC-ARRCO
775671381;FEDERATION FRANCAISE DE TENNIS
784405813;FEDERATION FRANCAISE RUGBY
973505357;FEDEX EXPRESS FR
749866224;FEO TELECOM CONSEIL
602018897;FERRERO FRANCE
803769827;FERRERO FRANCE COMMERCIALE
429751340;FIBERNET SAS
824290969;FIBRE 31
820095735;FIBRE AGGLO FORBACH
884836065;FIBRE44
525031522;FIDAL
775726433;FIDAL ET ASSOCIES
429642770;FIDECIEL
402948202;FIDEGE
377768601;FIDELIA ASSISTANCE
328084074;FIDUCIAL
480650712;FIDUCIAL CLOUD
449658400;FIDUCIAL STAFFING
792237760;FIITELCOM
343048294;FILIPPI PARTICIPATION
419311329;FIME
433734142;FINANCE GESTION INVESTISSEMENT
822451597;FINANCIERE DU RIED
626520050;FINANCIERE HERVE
306450412;FINANCIERE MAUFFREY
481750362;FINANCIERE THEMIS
482777240;FINANCIERE TRESOR DU PATRIMOINE
482222031;FINAREA SA
803342633;FINEST BAKERY INGREDIENTS
441663481;FIRST TELECOM
519568356;FIRST WAN DELIVERY NETWORK SERVICES
398827337;FISHER SCIENTIFIC S.A.S.
908538614;FL EDITIONS
423843143;FLAG ATLANTIC FRANCE
572058329;FLEURY MICHON
529820805;FLEX NETWORK
801352329;FLOW LINE TECHNOLOGIES
367801404;FM FRANCE
429093743;FM PROJET
447602939;FMG SALES AND MARKETING
522915248;FMI TELECOM
775661390;FNAC DARTY PARTICIPATIONS ET SERVICES
377853536;FNAC DIRECT
519120752;FOLIATEAM CLOUD
440014678;FOLIATEAM OPERATEUR
784778029;FONDATION A DE ROTHSCHILD
494685761;FONDATION D ENTREPRISE LOUIS VUITTON
775552003;FONDATION LENVAL NICE
311127781;FONDATION SAINT FRANCOIS
428868681;FONECTA FRANCE
421023870;FORCLUM NUMERIQUE
453795841;FOREST
422632562;FORTEL
448852756;FORTINET
542005376;FORVIA
784824153;FORVIS MAZARS SA
389652553;FOUNDEVER FRANCE
325520898;FOURNIER
702038852;FRAIKIN
499762938;FRAMEIP
378006027;FRANCE AIR
414846709;FRANCE ARMOR DEMENAGEMENTS
950026914;FRANCE BKR
428809735;FRANCE CITEVISION
329403422;FRANCE FERMETURES
702019902;FRANCE LOISIRS
333286714;FRANCE MANCHE
501524029;FRANCE MEDIAS MONDE
884694886;FRANCE MESSAGERIE
502670318;FRANCE TELEPHONY
432766947;FRANCE TELEVISIONS
413969841;FRANCE TELEVISIONS GESTION IMMOBILIERE
130005481;FRANCE TRAVAIL
529635963;FRANCE UNICOM
881860431;FRANC-ELEC
402014831;FRANCHE COMTE NET
324179845;FRANCOISE SAGET
304634975;FRANPRIX LEADER PRICE DIRECTION SUPPOR
383706397;FRANS BONHOMME
450490917;FRASTEYA
421894213;FREE
808537641;FREE CARAIBE
799285820;FREE DIAL
499247138;FREE MOBILE
439099656;FREE PRO
419392931;FREE RESEAU
421938861;FREE SAS
534974084;FREEDOM NETWORK
422412015;FREESURF
383837473;FRITEC
409914058;FRNET2 SAS
401357090;FRONTIER SOFTWARE
562089748;FRUIDOR
433409091;FTMM3
349592428;FULL-ACE
809136658;FULL-CONNECT SAS
451627848;FULLSAVE
829634781;FUNBOOKER
388842148;FURNOTEL
444172274;FUTUR TELECOM
872802780;G P SAS
398511972;G S COMMUNICATION
528902042;G.H.M.
315597500;G.I.E. D'ABEILLE ASSURANCES
389476995;G.I.E. EXAPROD
522657568;G.I.E.ATRIUM GROUPE UP
529905721;G.M.E.S BUGBUSTERS
479406464;G2F COM
483690228;GA
301374997;GAGGENAU INDUSTRIE
402682991;GAGNERAUD CONSTRUCTION
384534665;GALLIANCE SERVICES
996450128;GAMAC
339488777;GAMBRO INDUSTRIES
424989853;GARANDEAU BETONS
843093188;GARD FIBRE
440015436;GARONNE NETWORKS
509544607;GASCOGNE FTTH
404708679;GAUDEFROY RECEPTION
407794551;GCC
267107001;GCS DU CHALONNAIS
793755414;GD DEMENAGEMENT
480046895;GE HEALTHCARE TECHNOLOGIES FRANCE SAS
810066126;GEC 21
592014476;GECINA
399311331;GECITER
339419962;GEMEY MAYBELLINE GARNIER
851115659;GEMU INVEST
878407618;GENAVIR-GESTION DE NAVIRES DE RECHERCHE
847857083;GENCO
552062663;GENERALI ASSURANCES IARD
809016579;GENERIS SYSTEM TELECOM
514280775;GEN-IP SOLUTIONS
413306382;GENSAT FRANCE
542084322;GEODIS
315062752;GEODIS CL ILE DE FRANCE
692033061;GEODIS D&E ILE-DE-FRANCE SERVICES
380376483;GEODIS DIV MESSAGERIE SCE G D M S
518580709;GEODIS IT INFRASTRUCTURES SAS
340012392;GEOPOST
778196501;GEOTEC
411948060;GEOVOX
899472153;GERS FIBRE
423123462;GERSTAECKER FRANCE GEANT BEAUX ARTS
339618530;GESTION EPARGNE RETRAITES ASS PERSONNE
348884677;GESTION FORMAT PREVOYANCE SCE ASSOCIES
829022193;GET & GO TELECOM
472600063;GETINOR SOC
200018034;GH INTERCOM RAINCY MONTFERMEIL
837831213;GHVOIP
340019397;GIAMMATTEO RESEAUX
480793058;GIBMEDIA
439367145;GICM GROUPEMENT INFORMAT CREDIT MUTUE
801947052;GIE AG2R
442542023;GIE AGIRC ARRCO
404826554;GIE ALLIANCE GESTION
480557891;GIE AMPHITHEATRE
529521478;GIE APRIL COURTAGE
323932236;GIE AVIONS TRANSPORT REGIONAL
351151196;GIE AXA GROUP OPERATIONS FRANCE
798576245;GIE COULEURS MUTUELLES
950012997;GIE DE PREVOYANCE SOCIALE
823290549;GIE DU SNSA (GIE SNSA)
389272295;GIE EUROPAC
389272030;GIE EUROPEX
752529073;GIE FILHET ALLARD
449945435;GIE FORMA-DIS
753972850;GIE GROUPE BURRUS TECHNOLOGIES
752610147;GIE KLESIA ADP
831408497;GIE LA CHANTRERIE
383547767;GIE MMA SI
830410965;GIE NGE
404232605;GIE OMNIUM C.I.I.C.SERVICES
403082852;GIE PRICEWATERHOUSE COOPERS SERVICES
514964642;GIE ROTHSCHILD & CO
304427842;GIE SERVICE ADMINISTRATION ET LOCATION
391722881;GIE SESAM VITALE
530678762;GIEPROD
385395926;GIESECKE+DEVRIENT EPAYMENTS FRANCE
347410011;GIFI
349260653;GIORGI
268708567;GIP OKANTIS
180089476;GIP RENATER
130018559;GIP VENDEE NUMERIQUE
419893235;GIRARDON MATERIAUX
817389562;GIRONDE TRES HAUT DEBIT
384093563;GIVAUDAN FRANCE NATURALS
562063057;GIVAUDAN FRANCE SAS
552051229;GIVENCHY
343838306;GLACES THIRIET
799025234;GLADY
528150220;GLAFIBRE
905198792;GLAUCOS
338460017;GLAXOSMITHKLINE BIOLOGICALS
380855486;GLD SERVICES
479880619;GLOBAL CARIBBEAN NETWORK
825178353;GLOBAL CONNECT
420524746;GLOBAL FIRST COMMUNICATIONS (FRANCE)
424224897;GLOBAL SWITCH (PARIS)
424461507;GLOBAL SWITCH PARIS
424637734;GLOBAL TELECOM ET TECHNOLOGY SARL
807872072;GLOBAL WIFI FRANCE
450325139;GLOBALCOM
418435442;GLOBALCOM SERVICES SARL
442427498;GLOBALSTAR EUROPE
494371362;GLOBALTEL
433503752;GLOBIX SAS
398972901;GMF ASSURANCES
492051354;GO TELECOM
414128025;GOLD TELECOM FRANCE (GTF)
330139403;GOODYEAR FRANCE
443061841;GOOGLE FRANCE
533135141;GOURMELEN RONAN
110001013;GOUVERNEMENT PREMIER MINISTRE
200046985;GPE HOSP REGION MULHOUSE SUD ALSACE
477604664;GPE LGMV CONSULTING - GLOBAL TELECOM
752701003;GPT INFORMATIQUE INTERENTREPRISES
484775481;GRAND CHALON NETWORKS
529193468;GRAND DAX TRES HAUT DEBIT
244400438;GRAND LIEU COMMUNAUTE
813716941;GRAND LYON THD
200058006;GRAND PARIS SUD EST AVENIR
750217515;GRAND POITIERS NETWORKS
899614804;GRAND PORT FLUVIO-MARITIME DE L'AXE SEINE
485389811;GRAND PORT MARITIME DE LA ROCHELLE
709200133;GRAND SALOIR SAINT-NICOLAS
399898345;GRANDLYON HABITAT - OFFICE PUB HABITAT
421209354;GRANIOU AZUR
432093292;GRANIOU OCEAN INDIEN
632013843;GRANT THORNTON
440726289;GRANT THORNTON & ASSOCIES
378967962;GRAPHNET FRANCE
419632435;GRAPHTEL
511226441;GRAVELINES NETWORK
444786511;GRDF
451869036;GREEN CONSEIL
814252888;GREEN CUBE TECHNOLOGIES
922336383;GREEN4CLOUD
514694777;GRENIER DES MASCAREIGNES-OCEAN INDIEN
200040715;GRENOBLE ALPES METROPOLE METRO
334240033;GREVIN ET COMPAGNIE
389191800;GRID SOLUTIONS
823293600;GRID TELECOM
383987625;GROUPAMA
383853801;GROUPAMA CENTRE MANCHE
391851557;GROUPAMA D'OC
343115135;GROUPAMA SA
410546956;GROUPAMA SUPPORTS ET SERVICES
483277976;GROUPE 1981
410251144;GROUPE AG2R
420245995;GROUPE AKENA
527690242;GROUPE ALEXANDRE GRAND-OUEST
919844118;GROUPE ALTEMA
378393417;GROUPE ATLANTIC SYNERGY
431323096;GROUPE AUSTRAL ASSISTANCE
348616145;GROUPE AUTOSPHERE
849726898;GROUPE BFR BUSINESS
776221467;GROUPE BIGARD
493650956;GROUPE BRIAND
420624777;GROUPE CANAL+ SA
350334934;GROUPE CHARLES ANDRE TRANSPORTS
803950989;GROUPE CLINIPOLE SERVICES
440094373;GROUPE CONVERGENCE.COM
622045383;GROUPE CRIT
333500346;GROUPE DIFFUSION PLUS
320651649;GROUPE DUBREUIL
815202940;GROUPE DUBREUIL SERVICES
421470063;GROUPE ELCIMAI
479580219;GROUPE ELIENCE
300220985;GROUPE EUROPEEN PARTNER'S
479878340;GROUPE EVEN
982446098;GROUPE EVORIEL
529166621;GROUPE GAZECHIM SERVICES
420834723;GROUPE GIAMMATTEO
317735215;GROUPE GRIMAUD LA CORBIERE
303449581;GROUPE HERSANT MEDIA
480961184;GROUPE HGT
265613349;GROUPE HOSPITALIER BRETAGNE SUD
269741187;GROUPE HOSPITALIER EST REUNION
269102141;GROUPE HOSPITALIER NORD ESSONNE
263500050;GROUPE HOSPITALIER RANCE EMERAUDE
267700052;GROUPE HOSPITALIER SUD ILE FRANCE
881820351;GROUPE HUEBER ASSURANCES
411136583;GROUPE IDEC
847587045;GROUPE INTEGR'IT
485312441;GROUPE KERTRUCKS FINANCE
494460769;GROUPE L.I.P.
570804542;GROUPE LA DEPECHE DU MIDI
444279699;GROUPE LANGUEDOC MUTUALITE
403554181;GROUPE LDLC
810925958;GROUPE MBJ
451489017;GROUPE NOCIBE
485332563;GROUPE NOCIBE FRANCE
326753480;GROUPE NOVELTY
955509609;GROUPE PAREDES ORAPI
588801464;GROUPE PARTOUCHE
498923747;GROUPE PETIT FORESTIER
383862042;GROUPE QERYS
702028234;GROUPE RANDSTAD FRANCE
775675291;GROUPE SERVICES FRANCE
393588595;GROUPE SFPI
353508955;GROUPE SOLLY AZAR
413083239;GROUPE SORELEC
480892868;GROUPE TELECOMS DE L OUEST
925750325;GROUPE TELEGRAMME MEDIAS
429136377;GROUPE VICTOR HUGO
340343623;GROUPE VIDEOCOM
532661832;GROUPE VYV
882245293;GROUPE VYV
440123487;GROUPE WATERAIR
130026172;GROUPEMENT D'INTERET PUBLIC NUMERIQUE BRETAGNE
130025141;GROUPEMENT INTERMINISTERIEL CONTROLE
130013725;GSBDD GUYANE
456202613;GT LOCATION
444219810;GTIE TELECOMS
417879673;GTS CARRIER SERVICES FRANCE SARL
421561143;GTS NETWORK(IRELAND)LTD
402335137;GTT COMMUNICATIONS FRANCE SAS
879400307;GUADELOUPE DIGITAL
308491521;GUERBET
423197946;GUET@LI HAUT DEBIT
481437820;GUETTOUCHE MARC
541720306;GUEUDET FRERES
699804308;GUILDE DES LUNETIERS
487861817;GUYACOM
392488847;GUYADER GASTRONOMIE
376280384;GUYADER TRAITEUR FRAIS
752907675;GUYANE NETWORKS
498520758;GUYANE NUMERIQUE
489979864;GUYANE TELEPHONE MOBILE
818348559;GWENADU GLOBAL SERVICES IT (GGSIT)
378992895;GXO LOGISTICS FRANCE
484833876;GXO LOGISTICS NORD & EST FRANCE
529131187;GXO LOGISTICS SPORT FRANCE
892681784;H.S.F.
917321531;H.S.Y.
340418284;H2A TELEMARKETING
844791418;H7
775728553;HAARP
399606185;HABITAT 70
661750067;HABITAT HAUTS-DE-FRANCE ESH
602060147;HACHETTE LIVRE
675980114;HAGER ELECTRO SAS
845175652;HALIE
447898081;HALYS
829118074;HAPPY TELECOM
440557825;HARDWARE INFOGERANCE
572149169;HARIBO RICQLES ZAN
444182687;HARMONIE CLINIQUES PAYS DE LOIRE
479834012;HARMONIE MUTUELLES
444269807;HARMONIE SANTE & SERVICES GRAND OUEST
822642609;HARMONY HOSTING
435393921;HASGARD
332822485;HAULOTTE GROUP
890495054;HAUTE-MARNE NUMERIQUE
521796409;HAUTES PYRENEES HAUT DEBIT
833781073;HAUTE-SAONE FIBRE
520326133;HAUTES-PYRENEES NUMERIQUE
494964034;HAUT-RHIN TELECOM
413743741;HAVAS PLAY
378637862;HAVEA GROUP
545750580;HAWORTH
751772823;HB7
443163761;HEAPSYS
801047952;HECONCEPT
815304399;HEIDELBERG MATERIALS FRANCE
654800689;HEIDELBERG MATERIALS FRANCE CIMENTS
414842062;HEINEKEN ENTREPRISE
328730759;HEINEKEN FRANCE
392747606;HELIANTIS
515404085;HELIO BEZIERS
381983568;HELPLINE
775753072;HELVETIA COMPAGNIE SUISSE D ASSURANCES
552117590;HENKEL FRANCE
390471985;HENRY SCHEIN FRANCE SCA
812022309;HENSOLDT FRANCE SAS
769800202;HEPPNER SOCIETE DE TRANSPORTS
501304299;HERAULT TELECOM
825117880;HERAULT THD
572076396;HERMES INTERNATIONAL
696520410;HERMES SELLIER
419553532;HEWLETT PACKARD CTRE COMPET FRANCE
652031857;HEWLETT-PACKARD FRANCE
515100162;HEXACOM OPERATEUR
478326754;HEXAGLOBE
487555682;HEXANET
523252765;HEXATEL
477766505;HIAB FRANCE SAS
353113566;HIGH CO
852748433;HIGH COM
502539794;HIGH CONNEXION
824567887;HIGH TELECOM
422227538;HIGHWAYONE
352847248;HILD
971204052;HILTI-FRANCE
444513816;HINES PRELUDE
390334225;HIPAY
481797058;HIPCOM
843407214;HOIST FINANCE AB (PUBL)
349557934;HOLDER
527702591;HOLDING 123 MEDIA CORP
469200752;HOLDING GROUPE BORDEAUX NOUVELLE AQUITAINE
409867835;HOLDING S A L P A ST
309867851;HOLDING SIMON
431911932;HOLON
501736565;HONDA FRANCE MANUFACTURING
785423773;HOPITAL AMERICAIN DE PARIS
267200160;HOPITAL LE MANS
269001293;HOPITAL NORD FRANCHE COMTE
269500153;HOPITAL NOVO
200027092;HOPITAUX PARIS EST VAL-DE-MARNE
266700574;HOPITAUX UNIVERSITAIRES STRASBOURG
504034323;HOPUS
879712479;HORIZON FAR
487575904;HOSPI GRAND OUEST
266900273;HOSPICES CIVILS DE LYON
400395257;HOSPITALIERE BOURGOGNE FRANCHE COMTE
777380783;HOSPITALITE SAINT THOMAS DE VILLENEUVE
307035725;HOYA LENS FRANCE
448694133;HP FRANCE SAS
835033143;HPL
402577928;HR NET
775670284;HSBC CONTINENTAL EUROPE
437947666;HUB ONE
542051826;HUTCHINSON
338219918;HYMATOM
817542657;I AGILITY
827948068;I.R.T.O
838578672;IBASIS FRANCE
851711283;IBLOO
832963227;IBLOO PRO
493712194;IBROWSE
450829973;IC TECHNOLOGIE
412627465;IC TELECOM
542040092;ICADE
784606576;ICADE PROMOTION
434867073;I-CONNEXION FRANCE
415269000;ICS FRANCE
421537994;ICT
448155614;ICTA PROJECT MANAGEMENT
443413984;ID - SYS INFORMATIQUE
433691862;ID LOGISTICS FRANCE
453010894;ID+
837699057;IDEAL SOLUTIONS
802396093;IDEALISTIC
449346089;IDELIO
423375542;IDF COMMUNICATIONS HOLDING SAS
423557925;IDF COMMUNICATIONS SAS
388281289;IDF-COM
411678972;IDLINE
442771044;IDOM TECHNOLOGIES
517541983;IELO-LIAZO SERVICES
400089942;IFW
433538139;IGUANE ENTREPRISES
432269165;IGUANE SOLUTIONS
749994216;IGWAN.NET
824524490;IKACOM
417680618;IKOULA NET
287500078;ILE-DE-FRANCE MOBILITES
342376332;ILIAD
433240991;IMA GIE
400608097;IMAGINET
